Timestamp, Week, ExperimentPhase, isFixated, isHandOpen, ReachTriggered, CurrArm, ReachStatus, ReachDist, X, Y, Z, GlobExcitation, RetinaEx, FovEx, ArmEx, HandEx, EyeEx
1432294025, 4, 2, 0, 1, 1, l, reaching, 0.157, -0.205426, -0.229037, 0.357516, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432294029, 4, 2, 0, 1, 0, l, reaching, 0.0830547, -0.286267, -0.245481, 0.246937, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432294029, 4, 2, 0, 0, 1, l, reaching, 0.0830547, -0.286267, -0.245481, 0.246937, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432294031, 4, 2, 0, 0, 0, l, complete, 0.0902043, -0.281147, -0.253191, 0.241812, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432294036, 4, 2, 0, 0, 0, b, home, 0, 0, 0, 0, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432294037, 4, 2, 0, 1, 1, r, reaching, 0.283392, -0.15036, 0.222138, 0.391312, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432294050, 4, 2, 0, 1, 0, r, reaching, 0.119456, -0.242625, 0.117245, 0.286306, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432294052, 4, 2, 0, 1, 1, r, reaching, 0.107403, -0.251811, 0.110693, 0.278631, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432294055, 4, 2, 0, 1, 0, r, reaching, 0.0947221, -0.260216, 0.100834, 0.27476, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432294057, 4, 2, 0, 1, 1, r, reaching, 0.0900142, -0.26429, 0.0984709, 0.274587, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432294058, 4, 2, 0, 1, 0, r, complete, 0.0910287, -0.262659, 0.0975597, 0.276527, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432294060, 4, 2, 0, 0, 0, b, home, 0, 0, 0, 0, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432294061, 4, 2, 0, 1, 1, r, home, 0, 0, 0, 0, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432294065, 4, 2, 0, 1, 0, r, home, 0, 0, 0, 0, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432294065, 4, 2, 0, 0, 1, l, home, 0, 0, 0, 0, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432294067, 4, 2, 0, 0, 0, l, reaching, 0.130133, -0.228511, -0.220014, 0.335718, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432294069, 4, 2, 0, 1, 1, l, reaching, 0.0888786, -0.283292, -0.208756, 0.258185, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432294070, 4, 2, 0, 1, 0, l, reaching, 0.0818784, -0.287687, -0.236441, 0.248645, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
